scenario_id,scenario_name,controller_name,seed,sim_duration,average_vehicle_queue_length,max_vehicle_queue_length,average_vehicle_waiting_time,max_vehicle_waiting_time,average_ped_waiting_time,max_ped_waiting_time,switch_count,switch_rate_per_300s,unnecessary_switch_count,unnecessary_switch_rate,conflict_release_count,dangerous_switch_attempt_count,vehicle_wait_p95,ped_wait_p95,vehicle_starvation_count,ped_starvation_count,shield_hold_min_hold,shield_hold_small_gain,shield_override_starvation,shield_override_demand,delay_applied_steps,delay_seconds,false_ped_injected_count,burst_mode,failure_spoofed_steps,failure_mode_used
S1_balanced,intersection_balanced,fixed_time,0,300.0,4.573,13,7.9,70.0,6.3,85.0,11,11.0,1,0.091,0,0,44.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,1,300.0,4.543,12,8.0,69.0,6.3,83.0,11,11.0,1,0.091,0,0,43.0,45.0,0,3,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,2,300.0,4.263,12,7.5,64.0,6.1,82.0,11,11.0,1,0.091,0,0,42.0,44.0,0,3,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,3,300.0,4.147,12,7.1,67.0,6.4,82.0,11,11.0,1,0.091,0,0,41.0,46.0,0,5,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,4,300.0,4.137,12,7.4,70.0,6.3,81.0,11,11.0,1,0.091,0,0,41.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,5,300.0,4.34,12,7.6,70.0,6.2,86.0,11,11.0,1,0.091,0,0,42.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,6,300.0,4.34,12,7.6,67.0,6.4,80.0,11,11.0,1,0.091,0,0,43.0,45.0,0,5,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,7,300.0,4.083,11,7.1,63.0,6.4,82.0,11,11.0,1,0.091,0,0,40.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,8,300.0,4.357,12,7.6,68.0,5.9,83.0,11,11.0,1,0.091,0,0,42.0,43.0,0,3,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,9,300.0,4.37,12,7.6,70.0,6.2,82.0,11,11.0,1,0.091,0,0,42.0,45.0,0,3,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,10,300.0,4.81,13,8.5,68.0,6.6,83.0,11,11.0,1,0.091,0,0,45.0,46.0,0,5,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,11,300.0,4.337,12,7.8,68.0,6.3,82.0,11,11.0,1,0.091,0,0,42.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,12,300.0,4.337,12,7.8,67.0,6.2,83.0,11,11.0,1,0.091,0,0,42.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,13,300.0,4.06,12,7.0,65.0,6.3,85.0,11,11.0,1,0.091,0,0,40.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,14,300.0,4.34,12,7.6,69.0,6.5,81.0,11,11.0,1,0.091,0,0,42.0,45.0,0,3,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,15,300.0,4.37,12,7.7,68.0,5.9,79.0,11,11.0,1,0.091,0,0,43.0,44.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,16,300.0,3.877,11,6.8,62.0,6.4,85.0,11,11.0,1,0.091,0,0,39.0,46.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,17,300.0,4.35,12,7.7,70.0,6.3,83.0,11,11.0,1,0.091,0,0,43.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,18,300.0,4.27,12,7.4,69.0,6.4,84.0,11,11.0,1,0.091,0,0,41.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,fixed_time,19,300.0,4.107,11,7.0,67.0,6.6,83.0,11,11.0,1,0.091,0,0,41.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,0,300.0,3.007,8,3.9,41.0,2.1,46.0,19,19.0,3,0.158,0,0,24.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,1,300.0,3.003,8,3.9,42.0,2.4,50.0,19,19.0,2,0.105,0,0,24.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,2,300.0,3.04,8,4.0,42.0,2.3,52.0,19,19.0,3,0.158,0,0,25.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,3,300.0,3.037,8,4.0,40.0,2.0,43.0,19,19.0,3,0.158,0,0,25.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,4,300.0,3.023,8,4.0,41.0,2.1,46.0,19,19.0,3,0.158,0,0,25.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,5,300.0,3.207,9,4.2,42.0,2.0,44.0,19,19.0,2,0.105,0,0,26.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,6,300.0,3.197,9,4.3,44.0,2.1,46.0,19,19.0,2,0.105,0,0,26.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,7,300.0,3.003,8,3.9,43.0,2.4,51.0,19,19.0,2,0.105,0,0,25.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,8,300.0,3.093,8,4.1,41.0,2.4,50.0,19,19.0,2,0.105,0,0,25.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,9,300.0,3.057,8,4.1,41.0,2.4,51.0,19,19.0,2,0.105,0,0,25.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,10,300.0,3.037,8,4.0,42.0,2.1,43.0,19,19.0,2,0.105,0,0,25.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,11,300.0,3.247,9,4.3,44.0,2.2,45.0,19,19.0,2,0.105,0,0,26.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,12,300.0,3.087,8,4.0,41.0,2.1,46.0,19,19.0,2,0.105,0,0,25.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,13,300.0,3.34,9,4.4,43.0,2.1,45.0,19,19.0,2,0.105,0,0,27.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,14,300.0,3.06,8,4.1,42.0,2.1,44.0,19,19.0,2,0.105,0,0,25.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,15,300.0,3.233,9,4.3,45.0,1.9,45.0,19,19.0,3,0.158,0,0,26.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,16,300.0,3.03,8,4.0,41.0,2.1,43.0,19,19.0,2,0.105,0,0,25.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,17,300.0,3.237,9,4.3,44.0,2.1,47.0,19,19.0,2,0.105,0,0,26.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,18,300.0,2.963,8,3.8,41.0,2.1,45.0,19,19.0,2,0.105,0,0,24.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,actuated,19,300.0,3.18,9,4.2,42.0,2.3,50.0,19,19.0,2,0.105,0,0,26.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,0,300.0,2.35,7,2.7,43.0,4.0,56.0,18,18.0,1,0.056,0,0,20.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,1,300.0,2.24,8,2.5,42.0,4.5,57.0,18,18.0,1,0.056,0,0,19.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,2,300.0,2.063,5,2.2,44.0,4.5,65.0,18,18.0,1,0.056,0,0,17.0,32.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,3,300.0,2.27,6,2.6,43.0,4.8,64.0,18,18.0,1,0.056,0,0,19.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,4,300.0,2.227,6,2.5,42.0,4.0,65.0,18,18.0,1,0.056,0,0,19.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,5,300.0,2.107,5,2.4,41.0,4.8,64.0,18,18.0,1,0.056,0,0,18.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,6,300.0,2.36,7,2.7,43.0,4.6,68.0,18,18.0,1,0.056,0,0,20.0,32.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,7,300.0,2.073,6,2.2,39.0,4.5,63.0,18,18.0,1,0.056,0,0,16.0,33.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,8,300.0,2.213,7,2.5,43.0,4.4,64.0,18,18.0,1,0.056,0,0,19.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,9,300.0,2.283,7,2.6,42.0,4.3,56.0,18,18.0,1,0.056,0,0,19.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,10,300.0,2.16,6,2.4,42.0,4.3,64.0,18,18.0,1,0.056,0,0,18.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,11,300.0,2.227,6,2.6,44.0,4.5,68.0,18,18.0,1,0.056,0,0,19.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,12,300.0,2.163,7,2.4,42.0,4.3,55.0,18,18.0,1,0.056,0,0,18.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,13,300.0,2.213,6,2.4,40.0,4.5,65.0,18,18.0,1,0.056,0,0,18.0,32.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,14,300.0,2.353,7,2.9,43.0,4.5,59.0,18,18.0,1,0.056,0,0,20.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,15,300.0,2.193,6,2.7,42.0,4.4,65.0,18,18.0,1,0.056,0,0,19.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,16,300.0,2.083,6,2.4,44.0,4.8,64.0,18,18.0,1,0.056,0,0,18.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,17,300.0,2.11,7,2.4,43.0,4.4,53.0,18,18.0,1,0.056,0,0,18.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,18,300.0,2.077,5,2.3,41.0,4.7,60.0,18,18.0,1,0.056,0,0,17.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_only,19,300.0,2.343,7,2.7,44.0,4.4,57.0,18,18.0,1,0.056,0,0,20.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,0,300.0,2.6,7,3.1,42.0,4.4,69.0,17,17.0,1,0.059,0,1,21.0,32.0,0,1,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,1,300.0,2.507,7,3.0,42.0,4.4,61.0,17,17.0,1,0.059,0,1,21.0,33.0,0,1,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,2,300.0,2.557,7,3.1,44.0,4.1,60.0,17,17.0,1,0.059,0,1,21.0,32.0,0,0,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,3,300.0,2.593,7,3.2,43.0,5.7,80.0,17,17.0,1,0.059,0,1,21.0,40.0,0,3,1,1,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,4,300.0,2.54,8,3.0,41.0,4.6,66.0,18,18.0,1,0.056,0,2,21.0,31.0,0,1,2,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,5,300.0,2.663,8,3.3,43.0,3.8,59.0,18,18.0,1,0.056,0,1,23.0,28.0,0,0,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,6,300.0,2.75,8,3.5,44.0,4.8,67.0,18,18.0,1,0.056,0,1,23.0,35.0,0,2,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,7,300.0,2.447,9,2.7,43.0,5.1,66.0,17,17.0,1,0.059,0,1,20.0,37.0,0,4,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,8,300.0,2.293,7,2.7,38.0,4.8,66.0,17,17.0,1,0.059,0,1,19.0,36.0,0,2,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,9,300.0,2.457,7,3.0,39.0,4.4,61.0,17,17.0,1,0.059,0,1,20.0,33.0,0,1,1,1,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,10,300.0,2.523,8,3.1,42.0,4.5,59.0,17,17.0,1,0.059,0,1,21.0,32.0,0,0,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,11,300.0,2.657,8,3.3,45.0,4.0,63.0,18,18.0,1,0.056,0,1,23.0,29.0,0,1,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,12,300.0,2.407,7,2.8,38.0,4.6,63.0,17,17.0,1,0.059,0,1,20.0,34.0,0,2,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,13,300.0,2.933,8,3.6,45.0,4.2,62.0,18,18.0,1,0.056,0,1,25.0,29.0,0,1,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,14,300.0,2.497,8,2.9,42.0,4.6,56.0,18,18.0,1,0.056,0,2,20.0,33.0,0,0,2,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,15,300.0,2.677,8,3.3,42.0,3.7,60.0,18,18.0,1,0.056,0,1,23.0,27.0,0,0,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,16,300.0,2.663,8,3.3,43.0,4.3,60.0,18,18.0,1,0.056,0,1,23.0,30.0,0,0,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,17,300.0,2.68,8,3.3,38.0,4.0,61.0,18,18.0,1,0.056,0,1,23.0,28.0,0,1,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,18,300.0,2.653,8,3.2,40.0,3.9,56.0,18,18.0,1,0.056,0,1,22.0,28.0,0,0,1,0,17,0,0,0,0,0,0,0
S1_balanced,intersection_balanced,adaptive_shield,19,300.0,2.51,8,3.0,41.0,3.7,59.0,18,18.0,1,0.056,0,2,21.0,28.0,0,0,2,0,17,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,0,300.0,10.19,24,9.7,67.0,6.3,85.0,11,11.0,1,0.091,0,0,47.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,1,300.0,10.51,25,10.0,68.0,6.3,83.0,11,11.0,1,0.091,0,0,47.0,45.0,0,3,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,2,300.0,9.717,24,9.3,68.0,6.1,82.0,11,11.0,1,0.091,0,0,45.0,44.0,0,3,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,3,300.0,9.9,24,9.4,69.0,6.4,82.0,11,11.0,1,0.091,0,0,46.0,46.0,0,5,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,4,300.0,9.457,23,9.0,68.0,6.3,81.0,11,11.0,1,0.091,0,0,45.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,5,300.0,9.687,24,9.2,69.0,6.2,86.0,11,11.0,1,0.091,0,0,45.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,6,300.0,9.627,24,9.1,68.0,6.4,80.0,11,11.0,1,0.091,0,0,45.0,45.0,0,5,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,7,300.0,9.917,24,9.3,68.0,6.4,82.0,11,11.0,1,0.091,0,0,45.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,8,300.0,11.027,26,10.4,71.0,5.9,83.0,11,11.0,1,0.091,0,0,48.0,43.0,0,3,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,9,300.0,10.01,24,9.6,68.0,6.2,82.0,11,11.0,1,0.091,0,0,47.0,45.0,0,3,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,10,300.0,10.487,25,9.9,70.0,6.6,83.0,11,11.0,1,0.091,0,0,47.0,46.0,0,5,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,11,300.0,9.647,24,9.1,68.0,6.3,82.0,11,11.0,1,0.091,0,0,46.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,12,300.0,9.977,24,9.5,70.0,6.2,83.0,11,11.0,1,0.091,0,0,46.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,13,300.0,11.367,26,10.6,70.0,6.3,85.0,11,11.0,1,0.091,0,0,49.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,14,300.0,10.233,25,9.6,68.0,6.5,81.0,11,11.0,1,0.091,0,0,46.0,45.0,0,3,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,15,300.0,9.207,23,8.8,67.0,5.9,79.0,11,11.0,1,0.091,0,0,44.0,44.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,16,300.0,9.76,24,9.3,70.0,6.4,85.0,11,11.0,1,0.091,0,0,46.0,46.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,17,300.0,9.587,23,9.3,70.0,6.3,83.0,11,11.0,1,0.091,0,0,45.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,18,300.0,10.003,24,9.5,69.0,6.4,84.0,11,11.0,1,0.091,0,0,46.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,fixed_time,19,300.0,10.347,26,9.9,69.0,6.6,83.0,11,11.0,1,0.091,0,0,47.0,45.0,0,4,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,0,300.0,10.61,27,6.8,45.0,2.1,46.0,19,19.0,3,0.158,0,0,32.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,1,300.0,10.293,26,6.6,45.0,2.4,50.0,19,19.0,2,0.105,0,0,32.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,2,300.0,10.753,27,6.9,45.0,2.3,52.0,19,19.0,3,0.158,0,0,32.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,3,300.0,10.09,25,6.6,44.0,2.0,43.0,19,19.0,3,0.158,0,0,31.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,4,300.0,10.693,28,6.9,45.0,2.1,46.0,19,19.0,3,0.158,0,0,32.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,5,300.0,10.217,27,6.6,43.0,2.0,44.0,19,19.0,2,0.105,0,0,32.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,6,300.0,10.407,27,6.8,44.0,2.1,46.0,19,19.0,2,0.105,0,0,32.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,7,300.0,10.157,26,6.5,44.0,2.4,51.0,19,19.0,2,0.105,0,0,31.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,8,300.0,10.393,27,6.8,44.0,2.4,50.0,19,19.0,2,0.105,0,0,32.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,9,300.0,9.69,26,6.5,44.0,2.4,51.0,19,19.0,2,0.105,0,0,31.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,10,300.0,10.42,26,6.8,45.0,2.1,43.0,19,19.0,2,0.105,0,0,32.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,11,300.0,9.82,26,6.4,43.0,2.2,45.0,19,19.0,2,0.105,0,0,31.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,12,300.0,10.45,27,6.8,44.0,2.1,46.0,19,19.0,2,0.105,0,0,32.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
S2_directional_surge,intersection_directional_surge,actuated,13,300.0,9.963,25,6.5,45.0,2.1,45.0,19,19.0,2,0.105,0,0,31.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0
